V (mL),pH,H_2O,H_3PO_4,H_2PO_4^{-}
20.902895378422826,10.538397376121788,0.4191453857023338,4.2795410907558964e-11,0.004102349242872126
21.016350481489084,10.641639619483799,0.532621281455499,2.6630049248485268e-11,0.003237933961832183
21.160139234261063,10.74488186284581,0.6771575483013237,1.6574640662843364e-11,0.0025562118643916477
21.342675302998337,10.848124106207822,0.8614649906655567,1.0319192323860574e-11,0.0020186084108502395
21.574726527252594,10.951366349569833,1.0968262062693637,6.427119854692156e-12,0.001594681680880875
21.870122454832313,11.054608592931844,1.3979342609609888,4.005031342615426e-12,0.0012604129537515673
22.246696754449875,11.157850836293855,1.7840532479592288,2.497336901731707e-12,0.0009968548034686468
22.72755786265731,11.261093079655867,2.280653067727156,1.5585117386670208e-12,0.0007890626726308621
23.34282707674884,11.364335323017878,2.921759671640889,9.736597756454703e-13,0.0006252509607378885
24.132056973159724,11.46757756637989,3.7534131840654674,6.091167542280484e-13,0.0004961267765581819
25.14766473319427,11.570819809741899,4.838891087015499,3.817341046903688e-13,0.00039436420348279514
26.45992226789829,11.67406205310391,6.266833004006781,2.39779161757428e-13,0.0003141896747087653
28.164423110040417,11.777304296465921,8.164306304956408,1.5105856479124432e-13,0.00025105530974541695
30.393549292330174,11.880546539827932,10.718613057870318,9.553279472279937e-14,0.00020138162524387974
33.33491524194306,11.983788783189944,14.215307517396642,6.072368798562184e-14,0.0001623560873540901
37.26211738933462,12.087031026551955,19.10785778237399,3.885816787566943e-14,0.0001317757989668531
42.58890914852472,12.190273269913966,26.153165403231483,2.509194656713878e-14,0.00010792708665060882
49.97071660930125,12.293515513275977,36.69508301767785,1.6404830385662285e-14,8.949741607522953e-05
60.51024820096609,12.396757756637989,53.31417121406099,1.0914012940443892e-14,7.552066100144304e-05
76.21770612859841,12.5,81.50390500580818,7.44813256242067e-15,6.53689054883647e-05
