V (mL),pH,H_2O,H_3PO_4,H_2PO_4^{-}
10.257538398621376,4.860073991211173,-3.6987967425765083e-06,-0.11734407170949233,-0.24649238385190064
10.280389379287408,4.963316234573184,-4.430709572187549e-06,-0.08744766940286657,-0.29438144948299394
10.305200306453502,5.066558477935195,-5.060080928810385e-06,-0.06211527075186812,-0.33493191943160544
10.333330572006943,5.169800721297206,-5.561677905104281e-06,-0.04245382367221717,-0.36639026493271154
10.36630136550179,5.273042964659218,-5.94310877456181e-06,-0.028203616495005315,-0.3891835121960642
10.405865396225112,5.376285208021228,-6.229902507177292e-06,-0.018376464032311475,-0.40489877820175585
10.45408064631497,5.479527451383239,-6.4521117860457015e-06,-0.011826967262956034,-0.41537112888658206
10.51338726594503,5.5827696947452505,-6.637215655379179e-06,-0.0075584368620405205,-0.4221958231726797
10.586684456935446,5.686011938107262,-6.808158202801737e-06,-0.0048150886751851,-0.4265818988453984
10.677400778146461,5.789254181469273,-6.98405520798643e-06,-0.00306632823606143,-0.42937787611529366
10.789546420306596,5.892496424831284,-7.181873907712075e-06,-0.0019562461665037253,-0.4311527966247601
10.927729473851361,5.995738668193296,-7.418327984700305e-06,-0.0012525748075570202,-0.4322779627221599
11.097110343164175,6.098980911555307,-7.711808284624004e-06,-0.000806227962817358,-0.43299167640487
11.303260487111851,6.202223154917318,-8.084456290688553e-06,-0.0005224498638246827,-0.4334453813813383
11.551886435203409,6.305465398279329,-8.564636962212356e-06,-0.00034135237600420933,-0.43373478041189445
11.848382556800697,6.408707641641341,-9.190190638680504e-06,-0.00022519150896600353,-0.43392017226797386
12.197193374768059,6.511949885003352,-1.0013010153225744e-05,-0.00015020157979287282,-0.4340394996708911
12.601005393114814,6.615192128365363,-1.1105755721670104e-05,-0.00010141154301571931,-0.43411662762552367
13.059851759286238,6.7184343717273745,-1.2571954085283878e-05,-6.937557832390097e-05,-0.43416655857741315
13.570290843573082,6.821676615089386,-1.4561429863067063e-05,-4.81185552335628e-05,-0.4341987005470991
14.124884276185231,6.924918858451395,-1.7294144549403077e-05,-3.3847321659623114e-05,-0.43421890294925214
14.712208924736835,7.0281611018134065,-2.1097326295236657e-05,-2.414285033295256e-05,-0.43423071066047886
15.317553800169797,7.131403345175418,-2.6463670015079965e-05,-1.7453667893793752e-05,-0.43423611553935354
15.924276765847173,7.234645588537429,-3.4143028367062674e-05,-1.2777873841499604e-05,-0.43423597306600553
16.51558406408933,7.33788783189944,-4.5287451888817796e-05,-9.4631958691485e-06,-0.4342301769876541
17.07634403917503,7.4411300752614515,-6.168135653464834e-05,-7.080963479758763e-06,-0.43421763069274527
17.594533702827544,7.544372318623463,-8.610769379557344e-05,-5.346423477182815e-06,-0.4341960085068882
18.06204985271124,7.647614561985474,-0.00012293156701127892,-4.068157298386052e-06,-0.4341612530189774
18.47482542317003,7.750856805347485,-0.00017903158566608788,-3.1158149389128847e-06,-0.43410669538393093
18.832379011176197,7.854099048709497,-0.0002652870780557474,-2.3994107145991928e-06,-0.4340216012800096
19.13702109835282,7.957341292071508,-0.00039895268082957197,-1.8559436796746182e-06,-0.4338888177783492
19.392977048462352,8.06058353543352,-0.00060744573397946,-1.4406792135573785e-06,-0.4336809999600583
19.60552324312545,8.16382577879553,-0.0009343729897253901,-1.1214130468123496e-06,-0.433354593461471
19.780345502871118,8.267068022157542,-0.0014490781647617985,-8.746561496333969e-07,-0.4328402931310434
19.923052776906243,8.370310265519553,-0.00226165359316379,-6.830664442552932e-07,-0.4320280356323535
20.038875313485526,8.473552508881564,-0.0035462438194229684,-5.336973092164853e-07,-0.43074369886781433
20.132503802721946,8.576794752243575,-0.005576452151648977,-4.1678704662876197e-07,-0.4287136976769857
20.208030132462415,8.680036995605587,-0.00877718577232826,-3.249114869731673e-07,-0.42551314053401135
20.268954772489035,8.783279238967598,-0.013795696747550969,-2.52384765623863e-07,-0.42049479011114427
20.31823356772697,8.88652148232961,-0.021586924609222586,-1.9483418235433038e-07,-0.41270372211102485
20.35834471467613,8.98976372569162,-0.033486755789539246,-1.4890184150615626e-07,-0.4008040669395176
20.391363463261115,9.093005969053632,-0.05120135464831232,-1.1204210736518421e-07,-0.38308967891584467
20.419037222206086,9.196248212415643,-0.07657362161019088,-8.238911838037522e-08,-0.35771767635989643
20.442857367542683,9.299490455777653,-0.11095806527408929,-5.865920596246939e-08,-0.3233335643125009
20.46412647538681,9.402732699139664,-0.154204859133417,-4.0033106776208604e-08,-0.28008716934482836
20.484021261831433,9.505974942501675,-0.2037540326627494,-2.5964325462118972e-08,-0.2305384410577091
20.503652508621098,9.609217185863686,-0.2547947173233395,-1.593141111595521e-08,-0.17949820783087525
20.52412391229817,9.712459429225698,-0.30191482453497454,-9.260058893707356e-09,-0.13237851319992464
20.546592286753338,9.815701672587709,-0.34120894886369857,-5.13227250283797e-09,-0.09308473062473283
20.57233200008049,9.91894391594972,-0.37128836092047074,-2.7382382036483737e-09,-0.06300557895910487
20.602807032826856,10.022186159311731,-0.39283771273616946,-1.4202518532712763e-09,-0.04145641306736506
20.639754688697394,10.125428402673743,-0.40755276760704107,-7.221987361698858e-10,-0.026741484844485235
20.685285852211642,10.228670646035754,-0.41727414028639914,-3.6236483737961913e-10,-0.017020195683318945
20.742007865046464,10.331912889397765,-0.4235565825895911,-1.8022599722030926e-10,-0.010737807283078018
20.813177705977882,10.435155132759776,-0.4275588034311251,-8.912667532049592e-11,-0.006735620748732455
20.902895378422826,10.538397376121788,-0.4300850257968626,-4.391236557053753e-11,-0.004209420024968141
21.016350481489084,10.641639619483799,-0.4316702313562203,-2.1582689089530158e-11,-0.0026242280417348328
21.160139234261063,10.74488186284581,-0.4326612088032983,-1.0590155987562059e-11,-0.0016332590812572366
21.342675302998337,10.848124106207822,-0.4332792014609706,-5.19010227722682e-12,-0.0010152717171244183
21.574726527252594,10.951366349569833,-0.43366397003363405,-2.5411594800856697e-12,-0.0006305064418755079
21.870122454832313,11.054608592931844,-0.43390326035303617,-1.2431172236828288e-12,-0.0003912181747717159
22.246696754449875,11.157850836293855,-0.43405194961577187,-6.075905818865061e-13,-0.00024253018872859416
22.72755786265731,11.261093079655867,-0.43414427491977625,-2.966777184623945e-13,-0.000150205678681756
23.34282707674884,11.364335323017878,-0.43420156279122923,-1.4469519868990187e-13,-9.291830088702678e-05
24.132056973159724,11.46757756637989,-0.43423708386932997,-7.0469482074299e-14,-5.739752969289878e-05
25.14766473319427,11.570819809741899,-0.4342590899604014,-3.425815996448304e-14,-3.5391629412147714e-05
26.45992226789829,11.67406205310391,-0.43427270930739764,-1.6615975907651993e-14,-2.177240101737964e-05
28.164423110040417,11.777304296465921,-0.43428112748369685,-8.035206101195014e-15,-1.3354298443067847e-05
30.393549292330174,11.880546539827932,-0.4342863224434505,-3.87070471421169e-15,-8.159384517629608e-06
33.33491524194306,11.983788783189944,-0.4342895217423357,-1.8551594034411837e-15,-4.960114119421991e-06
37.26211738933462,12.087031026551955,-0.4342914868179764,-8.831849019367325e-16,-2.9950561863995184e-06
42.58890914852472,12.190273269913966,-0.43429268967592777,-4.1667036459383614e-16,-1.7922092422735307e-06
49.97071660930125,12.293515513275977,-0.4342934226727393,-1.9415434850284435e-16,-1.059219272755234e-06
60.51024820096609,12.396757756637989,-0.4342938667097371,-8.890485912637417e-17,-6.151865280078069e-07
76.21770612859841,12.5,-0.43429413358023417,-3.968742697367325e-17,-3.4831867467128684e-07
